id	sku	code	pricemod	weightmod	description	offering	backorder	notstocked	tabletype
6030	KA0794	7			@Size 7			0	Size
6031	KA0794	8			@Size 8			0	Size
6032	KA0794	9			@Size 9			0	Size
6033	KA0794	10			@Size 10			0	Size
6034	KA0804	6			@Size 6			0	Size
6035	KA0804	7			@Size 7			0	Size
6036	KA0804	8			@Size 8			0	Size
6037	KA0804	9			@Size 9			0	Size
6038	KA0804	10			@Size 10			0	Size
6039	KA0814	6			@Size 6			0	Size
6040	KA0814	7			@Size 7			0	Size
6041	KA0814	8			@Size 8			0	Size
6042	KA0814	9			@Size 9			0	Size
6043	KA0814	10			@Size 10			0	Size
6044	KA0844	6			@Size 6			0	Size
6045	KA0844	7			@Size 7			0	Size
6046	KA0844	8			@Size 8			1	Size
6047	KA0844	9			@Size 9			0	Size
6048	KA0844	10			@Size 10			0	Size
6049	KA1814	JA			@January/Garnet			0	Birthstone
6050	KA1814	FE			@February/Amethyst			0	Birthstone
6051	KA1814	MA			@March/Aquamarine			0	Birthstone
6052	KA1814	AC			@April/Crystal			0	Birthstone
6053	KA1814	MY			@May/Emerald			0	Birthstone
6054	KA1814	JE			@June/Pearl			0	Birthstone
6055	KA1814	JL			@July/Ruby			0	Birthstone
6056	KA1814	AU			@August/Peridot			0	Birthstone
6057	KA1814	SE			@September/Sapphire			0	Birthstone
6058	KA1814	OT			@October/Tourmaline			0	Birthstone
6059	KA1814	NO			@November/Citrine			0	Birthstone
6060	KA1814	DT			@December/Turquoise			0	Birthstone
6061	KA0854_1	GA			@Garnet			0	Color
6062	KA0854_2	6			@Size 6			0	Size
6063	KA0854_2	7			@Size 7			0	Size
6064	KA0854_2	8			@Size 8			0	Size
6065	KA0854_2	9			@Size 9			0	Size
6066	KA0854_2	10			@Size 10			0	Size
6067	KA0864	6			@Size 6			0	Size
6068	KA0864	7			@Size 7			0	Size
6069	KA0864	8			@Size 8			0	Size
6070	KA0864	9			@Size 9			0	Size
6071	KA0864	10			@Size 10			0	Size
6072	KA0884_1	CY			@Emerald			0	Color
6073	KA0884_1	CX			@Ruby			0	Color
6074	KA0884_1	CW			@Sapphire			0	Color
6075	KA0884_2	6			@Size 6			0	Size
6076	KA0884_2	7			@Size 7			0	Size
6077	KA0884_2	8			@Size 8			0	Size
6078	KA0884_2	9			@Size 9			0	Size
6079	KA0884_2	10			@Size 10			0	Size
6080	KA0894_1	CY			@Emerald			0	Color
6081	KA0894_1	CX			@Ruby			0	Color
6082	KA0894_1	CW			@Sapphire			0	Color
6083	KA0894_1	CZ			@Pearl			0	Color
6084	KA0894_2	6			@Size 6			0	Size
6085	KA0894_2	7			@Size 7			0	Size
6086	KA0894_2	8			@Size 8			0	Size
6087	KA0894_2	9			@Size 9			0	Size
6088	KA0894_2	10			@Size 10			0	Size
6089	KA0984	EM			@Emerald			0	Color
6090	KA0984	RU			@Ruby			0	Color
6091	KA0984	SA			@Sapphire			0	Color
6092	KA1004	6			@Size 6			0	Size
6093	KA1004	7			@Size 7			0	Size
6094	KA1004	8			@Size 8			0	Size
6095	KA1004	9			@Size 9			0	Size
6096	KA1014	6			@Size 6			0	Size
6097	KA1014	7			@Size 7			0	Size
6098	KA1014	8			@Size 8			0	Size
6099	KA1014	9			@Size 9			0	Size
6100	KA1014	10			@Size 10			0	Size
6101	KA1024	GD			@Gold			0	Color
6102	KA1024	SL			@Silver			1	Color
6103	KA1064	AM			@Amethyst			0	Color
6104	KA1064	PL			@Pearl			0	Color
6105	KA1064	TQ			@Turquoise			0	Color
6106	KA1094_1	EM			@Emerald			0	Color
6107	KA1094_1	RU			@Ruby			0	Color
6108	KA1094_2	6			@Size 6			0	Size
6109	KA1094_2	7			@Size 7			0	Size
6110	KA1094_2	8			@Size 8			0	Size
6111	KA1094_2	9			@Size 9			0	Size
6112	KA1094_2	10			@Size 10			0	Size
6113	KA1144_1	EM			@Emerald			0	Color
6114	KA1144_1	RU			@Ruby			0	Color
6115	KA1144_1	SA			@Sapphire			0	Color
6116	KA1144_2	6			@Size 6			0	Size
6117	KA1144_2	7			@Size 7			0	Size
6118	KA1144_2	8			@Size 8			0	Size
6119	KA1144_2	9			@Size 9			0	Size
6120	KA1144_2	10			@Size 10			0	Size
6121	KA1164	EM			@Emerald			0	Color
6122	KA1164	RU			@Ruby			0	Color
6123	KA1164	SA			@Sapphire			0	Color
6124	KA1194	EM			@Emerald			0	Color
6125	KA1194	RU			@Ruby			0	Color
6126	KA1194	SA			@Sapphire			0	Color
6127	KA1214	ST			@Smoky Topaz			0	Color
6128	KA1214	TQ			@Turquoise			0	Color
6129	KA1324	6			@Size 6			0	Size
6130	KA1324	7			@Size 7			0	Size
6131	KA1324	8			@Size 8			0	Size
6132	KA1324	9			@Size 9			0	Size
6133	KA1324	10			@Size 10			0	Size
6134	KA1334	6			@Size 6			0	Size
6135	KA1334	7			@Size 7			0	Size
6136	KA1334	8			@Size 8			0	Size
6137	KA1334	9			@Size 9			0	Size
6138	KA1334	10			@Size 10			0	Size
6139	KA1344	6			@Size 6			0	Size
6140	KA1344	7			@Size 7			0	Size
6141	KA1344	8			@Size 8			0	Size
6142	KA1344	9			@Size 9			0	Size
6143	KA1344	10			@Size 10			0	Size
6144	KA1424	6			@Size 6			0	Size
6145	KA1424	7			@Size 7			0	Size
6146	KA1424	8			@Size 8			0	Size
6147	KA1424	9			@Size 9			0	Size
6148	KA1424	10			@Size 10			0	Size
6149	KA1454	6			@Size 6			0	Size
6150	KA1454	7			@Size 7			0	Size
6151	KA1454	8			@Size 8			0	Size
6152	KA1454	9			@Size 9			0	Size
6153	KA1454	10			@Size 10			0	Size
6154	KA1474	6			@Size 6			0	Size
6155	KA1474	7			@Size 7			0	Size
6156	KA1474	8			@Size 8			0	Size
6157	KA1474	9			@Size 9			0	Size
6158	KA1474	10			@Size 10			0	Size
6159	KA1484	6			@Size 6			0	Size
6160	KA1484	7			@Size 7			0	Size
6161	KA1484	8			@Size 8			0	Size
6162	KA1484	9			@Size 9			0	Size
6163	KA1484	10			@Size 10			0	Size
6164	KA1494	AM			@Amethyst			0	Color
6165	KA1494	GN			@Garnet			0	Color
6166	KA1494	IO			@Iolite			0	Color
6167	KA1494	LA			@Labradorite			0	Color
6168	KA1494	ON			@Onyx			0	Color
6169	KA1514	6			@Size 6			0	Size
6170	KA1514	7			@Size 7			0	Size
6171	KA1514	8			@Size 8			0	Size
6172	KA1514	9			@Size 9			0	Size
6173	KA1514	10			@Size 10			0	Size
6174	KA1594	1			@1 Inch			0	Size
6175	KA1594	15			@1.5 Inch			0	Size
6176	KA1594	2			@ 2 Inch			0	Size
6177	KA1674	6			@Size 6			0	Size
6178	KA1674	7			@Size 7			0	Size
6179	KA1674	8			@Size 8			0	Size
6180	KA1674	9			@Size 9			0	Size
6181	KA1674	10			@Size 10			0	Size
6182	KA1734	FR			@Friend			0	Message
6183	KA1734	GR			@Grandma			0	Message
6184	KA1734	SI			@Sister			0	Message
6185	KA1744	FA			@Faith			0	Message
6186	KA1744	HO			@Hope			0	Message
6187	KA1744	LO			@Love			0	Message
6188	KA1744	PR			@Protect			0	Message
6189	KA1824	16			@Length 16"			0	Length
6190	KA1824	18			@Length 18"			0	Length
6191	KA1834	1			@1 Inch			0	Size
6192	KA1834	15	5		@1.5 Inch (add $5)			0	Size
6193	KA1834	2	13		@ 2 Inch (add $13)			0	Size
6194	KA1864_1	BC			@Blue Chalcedony			0	Color
6195	KA1864_1	PM			@Peach Moonstone			0	Color
6196	KA1864_1	TQ			@Turquoise			0	Color
6197	KA1864_2	6			@Size 6			0	Size
6198	KA1864_2	7			@Size 7			0	Size
6199	KA1864_2	8			@Size 8			0	Size
6200	KA1864_2	9			@Size 9			0	Size
6201	KA1864_2	10			@Size 10			0	Size
6202	KA1874	6			@Size 6			0	Size
6203	KA1874	7			@Size 7			0	Size
6204	KA1874	8			@Size 8			0	Size
6205	KA1874	9			@Size 9			0	Size
6206	KA1874	10			@Size 10			0	Size
6207	KA1884	6			@Size 6			0	Size
6208	KA1884	7			@Size 7			0	Size
6209	KA1884	8			@Size 8			0	Size
6210	KA1884	9			@Size 9			0	Size
6211	KA1884	10			@Size 10			0	Size
6212	KA1934	6			@Size 6			0	Size
6213	KA1934	7			@Size 7			0	Size
6214	KA1934	8			@Size 8			0	Size
6215	KA1934	9			@Size 9			0	Size
6216	KA1934	10			@Size 10			0	Size
6217	KA1964	6			@Size 6			0	Size
6218	KA1984	EM			@Emerald			0	Color
6219	KA1984	RU			@Ruby			0	Color
6220	KA1984	SA			@Sapphire			0	Color
6221	KA1994	6			@Size 6			0	Size
6222	KA1994	7			@Size 7			0	Size
6223	KA1994	8			@Size 8			0	Size
6224	KA1994	9			@Size 9			0	Size
6225	KA1994	10			@Size 10			0	Size
6226	KA2014	GN			@Garnet			0	Color
6227	KA2014	ST			@Smoky Topaz			0	Color
6228	KA2024	GN			@Garnet			0	Color
6229	KA2024	IO			@Iolite			0	Color
6230	KA2034	AM			@Amethyst			0	Color
6231	KA2034	IO			@Iolite			0	Color
6232	KA2044	CL			@Citrine			0	Color
6233	KA2044	GN			@Garnet			0	Color
6234	KA2044	IO			@Iolite			0	Color
6235	KA2044	PE			@Peridot			0	Color
6236	KA2044	PL			@Pearl			0	Color
6237	KA2054	CI			@Citrine			0	Color
6238	KA2054	GN			@Garnet			0	Color
6239	KA2054	IO			@Iolite			0	Color
6240	KA2054	PE			@Peridot			0	Color
6241	KA2054	PL			@Pearl			0	Color
6242	KA2074	AM			@Amethyst			0	Color
6243	KA2074	CI			@Citrine			0	Color
6244	KA2074	GN			@Garnet			0	Color
6245	KA2074	PE			@Peridot			0	Color
6246	KA2124	6			@Size 6			0	Size
6247	KA2124	7			@Size 7			0	Size
6248	KA2124	8			@Size 8			0	Size
6249	KA2124	9			@Size 9			0	Size
6250	KA2124	10			@Size 10			0	Size
6251	KA2144	6			@Size 6			1	Size
6252	KA2144	7			@Size 7			0	Size
6253	KA2144	8			@Size 8			0	Size
6254	KA2144	9			@Size 9			0	Size
6255	KA2144	10			@Size 10			0	Size
6256	KA2174	6			@Size 6			0	Size
6257	KA2174	7			@Size 7			0	Size
6258	KA2174	8			@Size 8			0	Size
6259	KA2174	9			@Size 9			0	Size
6260	KA2174	10			@Size 10			0	Size
6261	KA2194	6			@Size 6			0	Size
6262	KA2194	7			@Size 7			0	Size
6263	KA2194	8			@Size 8			0	Size
6264	KA2194	9			@Size 9			0	Size
6265	KA2194	10			@Size 10			0	Size
6266	KA2224	6			@Size 6			0	Size
6267	KA2224	7			@Size 7			0	Size
6268	KA2224	8			@Size 8			0	Size
6269	KA2224	9			@Size 9			0	Size
6270	KA2224	10			@Size 10			0	Size
6271	KA2254	RU			@Ruby			0	Color
6272	KA2254	SA			@Sapphire			0	Color
6273	KA2344	6			@Size 6			0	Size
6274	KA2344	7			@Size 7			0	Size
6275	KA2344	8			@Size 8			0	Size
6276	KA2344	9			@Size 9			0	Size
6277	KA2344	10			@Size 10			0	Size
6278	KA2454	AM			@Amethyst			0	Color
6279	KA2454	ST			@Smoky Topaz			0	Color
6280	KA2494	6			@Size 6			0	Size
6281	KA2494	7			@Size 7			0	Size
6282	KA2494	8			@Size 8			0	Size
6283	KA2494	9			@Size 9			0	Size
6284	KA2494	10			@Size 10			0	Size
6285	KA2554	CR			@Carnelian			0	Color
6286	KA2554	TQ			@Turquoise			0	Color
6287	KA2766	6			@Size 6			0	Size
6288	KA2766	7			@Size 7			0	Size
6289	KA2766	8			@Size 8			0	Size
6290	KA2766	9			@Size 9			0	Size
6291	KA2766	10			@Size 10			1	Size
6292	KA2896	6			@Size 6			0	Size
6293	KA2896	7			@Size 7			0	Size
6294	KA2896	8			@Size 8			0	Size
6295	KA2896	9			@Size 9			0	Size
6296	KA2896	10			@Size 10			0	Size
6297	KA2942	CO			@Coral			0	Color
6298	KA2942	TQ			@Turquoise			0	Color
6299	KA2974	16			@Length 16"			0	Length
6300	KA2974	18			@Length 18"			0	Length
6301	KA2984	16			@Length 16"			0	Length
6302	KA2984	18			@Length 18"			0	Length
6303	KA3034	6			@Size 6			0	Size
6304	KA3034	7			@Size 7			0	Size
6305	KA3034	8			@Size 8			0	Size
6306	KA3034	9			@Size 9			0	Size
6307	KA3034	10			@Size 10			0	Size
6308	KA3044	6			@Size 6			0	Size
6309	KA3044	7			@Size 7			0	Size
6310	KA3044	8			@Size 8			0	Size
6311	KA3044	9			@Size 9			0	Size
6312	KA3044	10			@Size 10			0	Size
6313	KA3054	6			@Size 6			0	Size
6314	KA3054	7			@Size 7			0	Size
6315	KA3054	8			@Size 8			0	Size
6316	KA3054	9			@Size 9			0	Size
6317	KA3054	10			@Size 10			0	Size
6318	KA3064	6			@Size 6			1	Size
6319	KA3064	7			@Size 7			0	Size
6320	KA3064	8			@Size 8			0	Size
6321	KA3064	9			@Size 9			0	Size
6322	KA3064	10			@Size 10			0	Size
6323	KA3074	6			@Size 6			1	Size
6324	KA3074	7			@Size 7			0	Size
6325	KA3074	8			@Size 8			0	Size
6326	KA3074	9			@Size 9			0	Size
6327	KA3074	10			@Size 10			0	Size
6328	KA3084	6			@Size 6			0	Size
6329	KA3084	7			@Size 7			0	Size
6330	KA3084	8			@Size 8			0	Size
6331	KA3084	9			@Size 9			0	Size
6332	KA3084	10			@Size 10			0	Size
6333	KA3094	6			@Size 6			0	Size
6334	KA3094	7			@Size 7			0	Size
6335	KA3094	8			@Size 8			0	Size
6336	KA3094	9			@Size 9			0	Size
6337	KA3094	10			@Size 10			0	Size
6338	KA3104	6			@Size 6			0	Size
6339	KA3104	7			@Size 7			0	Size
6340	KA3104	8			@Size 8			0	Size
6341	KA3104	9			@Size 9			0	Size
6342	KA3104	10			@Size 10			0	Size
6343	KA3134	AU			@Peridot			0	Color
6344	KA3134	NO			@Citrine			0	Color
6345	KA3144	6			@Size 6			0	Size
6346	KA3144	7			@Size 7			0	Size
6347	KA3144	8			@Size 8			0	Size
6348	KA3144	9			@Size 9			0	Size
6349	KA3144	10			@Size 10			0	Size
6350	KA3214	6			@Size 6			0	Size
6351	KA3214	7			@Size 7			0	Size
6352	KA3214	8			@Size 8			0	Size
6353	KA3214	9			@Size 9			0	Size
6354	KA3214	10			@Size 10			0	Size
6355	KA3294	EM			@Emerald			0	Color
6356	KA3294	PL			@Pearl			0	Color
6357	KA3294	RU			@Ruby			0	Color
6358	KA3294	SA			@Sapphire			0	Color
6359	PT3964	AQ			@Aqua			0	Color
6360	PT3964	KF			@Kraft			0	Color
6361	PT3964	OR			@Orange			0	Color
6362	KA2666	6			@Size 6			0	Size
6363	KA2666	7			@Size 7			0	Size
6364	KA2666	8			@Size 8			0	Size
6365	KA2666	9			@Size 9			0	Size
6366	KA2666	10			@Size 10			0	Size
6367	KA2104	6			@Size 6			1	Size
6368	KA2104	7			@Size 7			0	Size
6369	KA2104	8			@Size 8			0	Size
6370	KA2104	9			@Size 9			0	Size
6371	KA2104	10			@Size 10			0	Size
6372	VK9552T	S			@Small			0	Size
6373	VK9552T	M			@Medium			0	Size
6374	VK9552T	L			@Large			0	Size
6375	VK9552T	XL			@X-Large			0	Size
6376	VK9552T	2X	2		@XXL (add $2)			0	Size
6377	HM2028	M			@Medium			0	Size
6378	HM2028	L			@Large			0	Size
6379	HM2028	XL			@XL			0	Size
6380	HM2028	2X	2		@2X (add $2)			0	Size
6381	VL3891S	M			@Medium			0	Size
6382	VL3891S	L			@Large			0	Size
6383	VL3891S	XL			@XL			0	Size
6384	VL3891S	2X			@2X			0	Size
6385	VL3891T	M			@Medium			0	Size
6386	VL3891T	L			@Large			0	Size
6387	VL3891T	XL			@XL			0	Size
6388	VL3891T	2X			@2X			0	Size
6389	LA0231S	S			@Small			0	Size
6390	LA0231S	M			@Medium			0	Size
6391	LA0231S	L			@Large			0	Size
6392	LA0231S	XL			@X-Large			0	Size
6393	LA0231S	2X			@2X			0	Size
6394	LA0231T	S			@Small			0	Size
6395	LA0231T	M			@Medium			0	Size
6396	LA0231T	L			@Large			0	Size
6397	LA0231T	XL			@X-Large			0	Size
6398	LA0231T	2X			@2X			0	Size
6399	LA0231W	2T			@2T			0	Size
6400	LA0231W	4T			@4T			1	Size
6401	LA0231D	2T			@2T			0	Size
6402	LA0231D	4T			@4T			0	Size
6403	VL2422	BR			@London			0	City
6404	VL2422	BW			@Milan			0	City
6405	VL2422	AM			@New York City			0	City
6406	VL3778L	S			@Small			0	Size
6407	VL3778L	M			@Medium			0	Size
6408	VL3778L	L			@Large			0	Size
6409	VL3778L	XL			@X-Large			0	Size
6410	VL3778L	2X	2		@2X (add $2)			0	Size
6411	VL3778T	S			@Small			0	Size
6412	VL3778T	M			@Medium			0	Size
6413	VL3778T	L			@Large			0	Size
6414	VL3778T	XL			@X-Large			0	Size
6415	VL3778T	2X	2		@2X (add $2)			0	Size
6416	VJ1452COL	AA			@Alabama			0	Team
6417	VJ1452COL	AC			@Auburn			1	Team
6418	VJ1452COL	AG			@Florida State			0	Team
6419	VJ1452COL	AH			@Georgia			0	Team
6420	VJ1452COL	AI			@Iowa			0	Team
6421	VJ1452COL	AJ			@Iowa State			1	Team
6422	VJ1452COL	AN			@LSU			0	Team
6423	VJ1452COL	AO			@Michigan			0	Team
6424	VJ1452COL	AP			@Michigan State			0	Team
6425	VJ1452COL	AS			@Notre Dame			0	Team
6426	VJ1452COL	AT			@Oklahoma			1	Team
6427	VJ1452COL	AV			@Ohio State			0	Team
6428	VJ1452COL	AZ			@Texas			1	Team
6429	VJ1452COL	BA			@Texas A M			0	Team
6430	VJ1452COL	BB			@Tennessee			1	Team
6431	VJ1452COL	BR			@Arizona State			1	Team
6432	VJ1452MLB	AA			@Arizona Diamondbacks			0	Team
6433	VJ1452MLB	AB			@Atlanta Braves			0	Team
6434	VJ1452MLB	AC			@Baltimore Orioles			0	Team
6435	VJ1452MLB	AD			@Boston Red Sox			0	Team
6436	VJ1452MLB	AE			@Chicago Cubs			0	Team
6437	VJ1452MLB	AF			@Chicago White Sox			0	Team
6438	VJ1452MLB	AG			@Cincinnati Reds			0	Team
6439	VJ1452MLB	AH			@Cleveland Indians			0	Team
6440	VJ1452MLB	AI			@Colorado Rockies			0	Team
6441	VJ1452MLB	AJ			@Detroit Tigers			0	Team
6442	VJ1452MLB	AK			@Florida Marlins			0	Team
6443	VJ1452MLB	AL			@Houston Astros			0	Team
6444	VJ1452MLB	AM			@Kansas City Royals			0	Team
6445	VJ1452MLB	AN			@Los Angeles Angels of Anaheim			0	Team
6446	VJ1452MLB	AO			@Los Angeles Dodgers			0	Team
6447	VJ1452MLB	AP			@Milwaukee Brewers			0	Team
6448	VJ1452MLB	AQ			@Minnesota Twins			0	Team
6449	VJ1452MLB	AR			@New York Mets			0	Team
6450	VJ1452MLB	AS			@New York Yankees			0	Team
6451	VJ1452MLB	AT			@Oakland Athletics			0	Team
6452	VJ1452MLB	AU			@Philadelphia Phillies			0	Team
6453	VJ1452MLB	AV			@Pittsburgh Pirates			0	Team
6454	VJ1452MLB	AW			@San Diego Padres			0	Team
6455	VJ1452MLB	AX			@San Francisco Giants			0	Team
6456	VJ1452MLB	AY			@Seattle Mariners			0	Team
6457	VJ1452MLB	AZ			@St. Louis Cardinals			0	Team
6458	VJ1452MLB	BA			@Tampa Bay Rays			0	Team
6459	VJ1452MLB	BB			@Texas Rangers			0	Team
6460	VJ1452MLB	BC			@Toronto Blue Jays			0	Team
6461	VJ1452MLB	BD			@Washington Nationals			0	Team
6462	VJ1452NFL	AA			@Arizona Cardinals			0	Team
6463	VJ1452NFL	AB			@Atlanta Falcons			0	Team
6464	VJ1452NFL	AC			@Baltimore Ravens			0	Team
6465	VJ1452NFL	AD			@Buffalo Bills			0	Team
6466	VJ1452NFL	AE			@Carolina Panthers			0	Team
6467	VJ1452NFL	AF			@Chicago Bears			0	Team
6468	VJ1452NFL	AG			@Cincinnati Bengals			0	Team
6469	VJ1452NFL	AH			@Cleveland Browns			0	Team
6470	VJ1452NFL	AI			@Dallas Cowboys			0	Team
6471	VJ1452NFL	AJ			@Denver Broncos			0	Team
6472	VJ1452NFL	AK			@Detroit Lions			0	Team
6473	VJ1452NFL	AL			@Green Bay Packers			0	Team
6474	VJ1452NFL	AM			@Houstan Texans			0	Team
6475	VJ1452NFL	AN			@Indianapolis Colts			0	Team
6476	VJ1452NFL	AO			@Jacksonville Jaguars			0	Team
6477	VJ1452NFL	AP			@Kansas City Chiefs			0	Team
6478	VJ1452NFL	AQ			@Miami Dolphins			0	Team
6479	VJ1452NFL	AR			@Minnesota Vikings			0	Team
6480	VJ1452NFL	AS			@New England Patriots			0	Team
6481	VJ1452NFL	AT			@New Orleans Saints			0	Team
6482	VJ1452NFL	AU			@New York Giants			0	Team
6483	VJ1452NFL	AV			@New York Jets			0	Team
6484	VJ1452NFL	AW			@Oakland Raiders			0	Team
6485	VJ1452NFL	AX			@Philadelphia Eagles			0	Team
6486	VJ1452NFL	AY			@Pittsburgh Steelers			0	Team
6487	VJ1452NFL	AZ			@San Diego Chargers			0	Team
6488	VJ1452NFL	BA			@San Francisco 49ers			0	Team
6489	VJ1452NFL	BB			@Seattle Seahawks			0	Team
6490	VJ1452NFL	BC			@St. Louis Rams			0	Team
6491	VJ1452NFL	BD			@Tampa Bay Buccaneers			0	Team
6492	VJ1452NFL	BE			@Tennessee Titans			0	Team
6493	VJ1452NFL	BF			@Washington Redskins			0	Team
6494	VJ0482COL	AA			@Alabama			0	Team
6495	VJ0482COL	AC			@Auburn			0	Team
6496	VJ0482COL	AG			@Florida State			0	Team
6497	VJ0482COL	AH			@Georgia			0	Team
6498	VJ0482COL	AI			@Iowa			0	Team
6499	VJ0482COL	AJ			@Iowa State			0	Team
6500	VJ0482COL	AN			@LSU			0	Team
6501	VJ0482COL	AO			@Michigan			0	Team
6502	VJ0482COL	AP			@Michigan State			0	Team
6503	VJ0482COL	AS			@Notre Dame			0	Team
6504	VJ0482COL	AT			@Oklahoma			1	Team
6505	VJ0482COL	AV			@Ohio State			0	Team
6506	VJ0482COL	AZ			@Texas			1	Team
6507	VJ0482COL	BA			@Texas A M			0	Team
6508	VJ0482COL	BB			@Tennessee			1	Team
6509	VJ0482COL	BR			@Arizona State			0	Team
6510	VJ0482MLB	AA			@Arizona Diamondbacks			0	Team
6511	VJ0482MLB	AB			@Atlanta Braves			0	Team
6512	VJ0482MLB	AC			@Baltimore Orioles			0	Team
6513	VJ0482MLB	AD			@Boston Red Sox			0	Team
6514	VJ0482MLB	AE			@Chicago Cubs			0	Team
6515	VJ0482MLB	AF			@Chicago White Sox			0	Team
6516	VJ0482MLB	AG			@Cincinnati Reds			0	Team
6517	VJ0482MLB	AH			@Cleveland Indians			0	Team
6518	VJ0482MLB	AI			@Colorado Rockies			0	Team
6519	VJ0482MLB	AJ			@Detroit Tigers			0	Team
6520	VJ0482MLB	AK			@Florida Marlins			0	Team
6521	VJ0482MLB	AL			@Houston Astros			0	Team
6522	VJ0482MLB	AM			@Kansas City Royals			0	Team
6523	VJ0482MLB	AN			@Los Angeles Angels of Anaheim			0	Team
6524	VJ0482MLB	AO			@Los Angeles Dodgers			0	Team
6525	VJ0482MLB	AP			@Milwaukee Brewers			0	Team
6526	VJ0482MLB	AQ			@Minnesota Twins			0	Team
6527	VJ0482MLB	AR			@New York Mets			0	Team
6528	VJ0482MLB	AS			@New York Yankees			0	Team
6529	VJ0482MLB	AT			@Oakland Athletics			0	Team
6530	VJ0482MLB	AU			@Philadelphia Phillies			0	Team
6531	VJ0482MLB	AV			@Pittsburgh Pirates			0	Team
6532	VJ0482MLB	AW			@San Diego Padres			0	Team
6533	VJ0482MLB	AX			@San Francisco Giants			0	Team
6534	VJ0482MLB	AY			@Seattle Mariners			0	Team
6535	VJ0482MLB	AZ			@St. Louis Cardinals			0	Team
6536	VJ0482MLB	BA			@Tampa Bay Rays			0	Team
6537	VJ0482MLB	BB			@Texas Rangers			0	Team
6538	VJ0482MLB	BC			@Toronto Blue Jays			0	Team
6539	VJ0482MLB	BD			@Washington Nationals			0	Team
6540	VJ0482NFL	AA			@Arizona Cardinals			0	Team
6541	VJ0482NFL	AB			@Atlanta Falcons			0	Team
6542	VJ0482NFL	AC			@Baltimore Ravens			0	Team
6543	VJ0482NFL	AD			@Buffalo Bills			0	Team
6544	VJ0482NFL	AE			@Carolina Panthers			0	Team
6545	VJ0482NFL	AF			@Chicago Bears			0	Team
6546	VJ0482NFL	AG			@Cincinnati Bengals			0	Team
6547	VJ0482NFL	AH			@Cleveland Browns			0	Team
6548	VJ0482NFL	AI			@Dallas Cowboys			0	Team
6549	VJ0482NFL	AJ			@Denver Broncos			0	Team
6550	VJ0482NFL	AK			@Detroit Lions			0	Team
6551	VJ0482NFL	AL			@Green Bay Packers			0	Team
6552	VJ0482NFL	AM			@Houstan Texans			0	Team
6553	VJ0482NFL	AN			@Indianapolis Colts			0	Team
6554	VJ0482NFL	AO			@Jacksonville Jaguars			0	Team
6555	VJ0482NFL	AP			@Kansas City Chiefs			0	Team
6556	VJ0482NFL	AQ			@Miami Dolphins			0	Team
6557	VJ0482NFL	AR			@Minnesota Vikings			0	Team
6558	VJ0482NFL	AS			@New England Patriots			0	Team
6559	VJ0482NFL	AT			@New Orleans Saints			0	Team
6560	VJ0482NFL	AU			@New York Giants			0	Team
6561	VJ0482NFL	AV			@New York Jets			0	Team
6562	VJ0482NFL	AW			@Oakland Raiders			0	Team
6563	VJ0482NFL	AX			@Philadelphia Eagles			0	Team
6564	VJ0482NFL	AY			@Pittsburgh Steelers			0	Team
6565	VJ0482NFL	AZ			@San Diego Chargers			0	Team
6566	VJ0482NFL	BA			@San Francisco 49ers			0	Team
6567	VJ0482NFL	BB			@Seattle Seahawks			0	Team
6568	VJ0482NFL	BC			@St. Louis Rams			0	Team
6569	VJ0482NFL	BD			@Tampa Bay Buccaneers			0	Team
6570	VJ0482NFL	BE			@Tennessee Titans			0	Team
6571	VJ0482NFL	BF			@Washington Redskins			0	Team
6572	HM2961S	M			@Medium			0	Size
6573	HM2961S	L			@Large			0	Size
6574	HM2961S	XL			@XL			0	Size
6575	HM2961S	2X			@XXL			0	Size
6576	HM2961T	M			@Medium			0	Size
6577	HM2961T	L			@Large			0	Size
6578	HM2961T	XL			@XL			0	Size
6579	HM2961T	2X			@XXL			0	Size
6580	HM2961L	M			@Medium			0	Size
6581	HM2961L	L			@Large			0	Size
6582	HM2961L	XL			@XL			0	Size
6583	HM2961L	2X			@XXL			0	Size
6584	HM2961LT	M			@Medium			0	Size
6585	HM2961LT	L			@Large			0	Size
6586	HM2961LT	XL			@XL			0	Size
6587	HM2961LT	2X			@XXL			0	Size
6588	VH4382	PS			@Pewter/Silver Letters			0	Color
6589	VH4382	BG			@Black/Gold Letters			0	Color
6590	VH4382	OG			@Bronze/Gold Letters			0	Color
6591	VH4382	BW			@Black/White Letters			0	Color
6592	VH4382	AB			@Antique Brass/Antique Brass Letters			0	Color
6593	VH4382	AC			@Antique Copper/Antique Copper Letters			0	Color
6594	VH4382	GG			@Green/Gold Letters			0	Color
6595	VH4392	PS			@Pewter/Silver Letters			0	Color
6596	VH4392	BG			@Black/Gold Letters			0	Color
6597	VH4392	OG			@Bronze/Gold Letters			0	Color
6598	VH4392	BW			@Black/White Letters			0	Color
6599	VH4392	AB			@Antique Brass/Antique Brass Letters			0	Color
6600	VH4392	AC			@Antique Copper/Antique Copper Letters			0	Color
6601	VH4392	GG			@Green/Gold Letters			0	Color
6602	VH4402	PS			@Pewter/Silver Letters			0	Color
6603	VH4402	BG			@Black/Gold Letters			0	Color
6604	VH4402	OG			@Bronze/Gold Letters			0	Color
6605	VH4402	BW			@Black/White Letters			0	Color
6606	VH4402	AB			@Antique Brass/Antique Brass Letters			0	Color
